Descriptor ID,Fitness,Algorithm,Dimen,R2,R2_Valid,R2_Test,RMSE,MAE,Prediction
"[82, 90, 105, 128, 199, 233, 333, 430, 540, 615]",2.8038,GA with SVR,10,0.2067,0.1983,0.243,1.5134,1.2343,0.507
"[86, 112, 168, 177, 237, 246, 276, 297, 302, 377, 412, 416, 444, 550]",3.4623,GA with SVR,14,0.3402,0.4206,0.409,1.3373,1.0703,0.6056
"[220, 246, 269, 302, 344, 390, 437, 442, 475, 505, 519, 531, 546, 553, 907]",3.8196,GA with SVR,15,0.2349,0.2391,0.2485,1.5079,1.2079,0.4648
"[39, 47, 76, 107, 127, 146, 154, 235, 301, 403, 497, 816, 928]",3.6532,GA with SVR,13,0.0236,-0.112,0.0029,1.737,1.3906,0.4225
"[59, 81, 115, 116, 298, 309, 395, 407, 470, 474, 501, 559, 570, 677, 939]",3.8944,GA with SVR,15,0.1541,0.1819,0.0924,1.6572,1.2331,0.5352
"[101, 158, 176, 297, 383, 388, 395, 401, 424, 442, 569, 698]",3.2332,GA with SVR,12,0.1649,0.2448,0.1482,1.6054,1.3329,0.4225
"[43, 134, 260, 269, 291, 296, 369, 431, 494, 556]",2.8281,GA with SVR,10,0.1945,0.1523,0.222,1.5343,1.2851,0.3944
"[58, 78, 91, 178, 183, 255, 270, 280, 468, 495, 538, 543, 555, 565]",3.5763,GA with SVR,14,0.2662,0.2692,0.3316,1.4222,1.1371,0.5493
"[39, 47, 87, 239, 293, 296, 329, 360, 413, 435, 516]",3.2302,GA with SVR,11,0.0238,-0.1116,0.0032,1.7366,1.3904,0.4225
"[35, 38, 86, 91, 153, 275, 357, 406, 489, 569, 615, 839, 872]",3.567,GA with SVR,13,0.0735,0.0576,0.0564,1.6897,1.4258,0.3944
"[33, 69, 112, 157, 170, 228, 229, 256, 379, 390, 456, 499, 518, 556, 615, 693, 871]",4.1797,GA with SVR,17,0.288,0.3004,0.2124,1.5437,1.2361,0.5211
"[68, 155, 207, 233, 422, 432, 475, 498, 504, 552, 561, 566, 696]",3.2816,GA with SVR,13,0.3,0.4229,0.2941,1.4615,1.1772,0.4648
"[46, 50, 52, 59, 90, 122, 161, 207, 298, 462, 464, 467, 676, 692, 819]",3.7737,GA with SVR,15,0.2988,0.245,0.1213,1.6306,1.1838,0.5915
"[91, 115, 117, 169, 217, 271, 282, 284, 314, 323, 344, 346, 373, 398, 440, 494, 509, 540, 563, 564, 567, 568, 651, 871]",5.8463,GA with SVR,24,0.1249,0.1364,0.0924,1.6571,1.3228,0.4789
"[79, 134, 215, 229, 285, 338, 399, 422, 471, 495, 504, 516, 523, 532]",3.6381,GA with SVR,14,0.2115,0.2041,0.1903,1.5652,1.2899,0.4225
"[84, 180, 192, 205, 209, 407, 415, 498, 532]",2.7334,GA with SVR,9,0.0665,0.0455,0.0639,1.6829,1.3817,0.4085
"[16, 40, 69, 83, 115, 129, 157, 159, 236, 255, 294, 304, 307, 359, 373, 427, 488, 496, 510, 542, 562, 570, 631, 651, 694]",5.9314,GA with SVR,25,0.2226,0.2854,0.2166,1.5396,1.2623,0.493
"[59, 60, 61, 98, 173, 213, 217, 263, 299, 306, 329, 358, 359, 419, 424, 425, 437, 462, 469, 518, 520, 695, 928]",5.5856,GA with SVR,23,0.1417,0.2224,0.1519,1.6019,1.3121,0.4789
"[0, 146, 160, 331, 367, 380, 425, 461, 506, 511, 690, 703]",3.2912,GA with SVR,12,0.1297,0.1455,0.1202,1.6316,1.3944,0.3662
"[64, 90, 144, 245, 277, 313, 330, 386, 394, 399, 402, 473, 570, 929]",3.662,GA with SVR,14,0.1672,0.2174,0.204,1.552,1.252,0.4507
"[174, 223, 297, 354, 376, 383, 431, 434, 496, 510, 525, 539, 570, 864, 872]",3.7676,GA with SVR,15,0.339,0.1904,0.2878,1.468,1.1636,0.507
"[100, 115, 120, 121, 126, 145, 164, 248, 281, 308, 323, 333, 440, 457, 464, 555, 573, 866, 940]",4.7538,GA with SVR,19,0.1471,0.1605,0.0571,1.689,1.3826,0.4366
"[5, 51, 55, 106, 125, 209, 289, 294, 304, 323, 353, 364, 391, 542, 549, 573, 690, 703]",4.2672,GA with SVR,18,0.3726,0.4414,0.3384,1.4148,1.1215,0.5493
"[30, 51, 117, 148, 169, 196, 286, 302, 308, 324, 397, 449, 507, 545, 864]",3.9033,GA with SVR,15,0.1975,0.0824,0.1915,1.5641,1.2606,0.4085
"[94, 132, 177, 289, 334, 364, 389, 431, 502, 523, 560, 648]",3.1751,GA with SVR,12,0.243,0.2624,0.2146,1.5416,1.1866,0.4789
"[5, 68, 106, 163, 227, 263, 284, 296, 311, 323, 336, 378, 406, 433, 443, 469, 528, 544, 650, 690]",4.9249,GA with SVR,20,0.1636,0.2382,0.1637,1.5907,1.303,0.493
"[5, 134, 140, 162, 240, 376, 421, 446, 465, 486, 676]",3.0829,GA with SVR,11,0.1503,0.1034,0.1242,1.6279,1.3403,0.4648
"[33, 64, 137, 271, 329, 355, 421, 432, 513, 532]",2.7654,GA with SVR,10,0.2341,0.2547,0.2626,1.4937,1.1799,0.507
"[6, 162, 278, 380, 438, 542, 555, 568, 826]",2.6068,GA with SVR,9,0.2599,0.0674,0.1305,1.622,1.2712,0.4507
"[58, 201, 207, 217, 284, 319, 405, 417, 426, 571, 649]",3.1719,GA with SVR,11,0.0449,0.0298,0.0532,1.6926,1.4287,0.4085
"[36, 67, 165, 175, 320]",1.6295,GA with SVR,5,0.1643,0.2204,0.1994,1.5564,1.2988,0.4085
"[123, 226, 231, 276, 356, 391, 399, 436, 906, 907, 930]",2.8152,GA with SVR,11,0.3787,0.4025,0.4073,1.3392,1.0853,0.5915
"[2, 100, 115, 120, 121, 126, 132, 145, 164, 248, 281, 308, 309, 323, 333, 338, 440, 457, 464, 465, 487, 555, 573, 650, 866, 940]",6.2396,GA with SVR,26,0.1635,0.165,0.0663,1.6808,1.3744,0.4366
"[64, 90, 144, 169, 277, 287, 313, 330, 369, 386, 394, 399, 402, 473, 570, 571, 929]",4.235,GA with SVR,17,0.1993,0.3155,0.2456,1.5108,1.1986,0.493
"[60, 65, 100, 115, 120, 121, 126, 145, 164, 248, 281, 308, 323, 333, 386, 394, 399, 402, 473, 526, 566, 570, 929]",5.6023,GA with SVR,23,0.1468,0.1733,0.1741,1.5808,1.2835,0.4366
"[100, 115, 120, 121, 126, 145, 164, 201, 248, 281, 305, 308, 323, 333, 363, 386, 394, 399, 402, 473, 570, 929]",5.3881,GA with SVR,22,0.147,0.1737,0.1722,1.5826,1.2891,0.4366
"[66, 121, 178, 228, 248, 328, 370, 377, 415, 426, 941]",2.98,GA with SVR,11,0.2386,0.2321,0.243,1.5134,1.246,0.493
"[56, 69, 112, 157, 165, 224, 270, 293, 359, 388, 419, 520, 573]",3.3994,GA with SVR,13,0.216,0.2716,0.2275,1.5289,1.276,0.4366
"[6, 132, 155, 197, 252, 324, 340, 403, 475, 513, 522, 568]",3.1543,GA with SVR,12,0.2835,0.2454,0.2026,1.5533,1.2432,0.507
"[81, 90, 145, 175, 199, 200, 242, 248, 297, 373, 374, 423, 428, 433, 445, 454, 460, 485, 493, 574, 702]",4.994,GA with SVR,21,0.3244,0.3123,0.2492,1.5073,1.0932,0.5634
"[126, 146, 229, 276, 342, 355, 356, 370, 428, 456, 528, 536, 702]",3.2778,GA with SVR,13,0.347,0.3494,0.4087,1.3376,1.053,0.6056
"[320, 334, 371, 394, 410, 520, 535, 546, 548, 568, 572, 631, 676, 852]",3.4922,GA with SVR,14,0.3912,0.2598,0.2724,1.4837,1.2367,0.4366
"[5, 54, 99, 103, 143, 193, 206, 237, 284, 309, 344, 410, 437, 443, 525]",3.6621,GA with SVR,15,0.3762,0.3804,0.2549,1.5015,1.196,0.507
"[16, 45, 112, 178, 284, 357, 358, 365, 403, 411, 439, 558, 821]",3.4177,GA with SVR,13,0.2133,0.2279,0.2567,1.4997,1.234,0.4648
"[67, 120, 200, 245, 254, 401, 512, 558, 906]",2.643,GA with SVR,9,0.1786,0.1112,0.1585,1.5957,1.3489,0.4085
"[34, 72, 110, 180, 210, 272, 344, 359, 371, 508, 532, 871, 939]",3.4646,GA with SVR,13,0.2061,0.1135,0.1379,1.6151,1.3209,0.4507
"[41, 47, 57, 114, 154, 305, 371, 395, 451, 491, 703]",3.0107,GA with SVR,11,0.2118,0.1962,0.1544,1.5995,1.2613,0.4507
"[106, 404, 459, 693]",1.5963,GA with SVR,4,0.1376,0.1956,0.0408,1.7036,1.235,0.5915
"[39, 63, 73, 115, 212, 313, 409, 526, 553, 561, 631, 681, 871, 906]",3.8651,GA with SVR,14,0.0236,-0.112,0.0028,1.737,1.3906,0.4225
"[39, 176, 186, 223, 245, 270, 285, 393, 394, 506, 572, 651]",3.4415,GA with SVR,12,0.0237,-0.1118,0.0031,1.7368,1.3904,0.4225
"[51, 80, 179, 271, 346, 405, 416, 432, 447, 448, 456, 472, 478, 504, 547]",3.8697,GA with SVR,15,0.1617,0.2347,0.1928,1.5628,1.2675,0.4648
"[15, 31, 43, 97, 135, 150, 173, 206, 302, 345, 381, 409, 481, 493, 498]",4.088,GA with SVR,15,-0.021,-0.0665,-0.023,1.7593,1.4161,0.4225
"[65, 78, 133, 183, 204, 318, 370, 379, 559, 692, 908]",2.8909,GA with SVR,11,0.3468,0.2718,0.3187,1.4358,1.1082,0.5493
"[16, 20, 59, 82, 119, 153, 173, 176, 311, 325, 352, 474, 478, 536, 561]",3.8189,GA with SVR,15,0.1895,0.3195,0.1689,1.5857,1.2756,0.4648
"[17, 66, 107, 117, 249, 270, 287, 363, 370, 383, 391, 415, 458, 472, 514, 535, 870, 940]",4.4252,GA with SVR,18,0.249,0.2828,0.2724,1.4837,1.2202,0.4789
"[62, 74, 133, 172, 327, 330, 374, 491]",2.4072,GA with SVR,8,0.1969,0.1547,0.1216,1.6302,1.3111,0.4648
"[75, 85, 119, 211, 223, 224, 399, 503, 533, 548, 563, 871]",3.2673,GA with SVR,12,0.1905,0.105,0.0851,1.6637,1.2662,0.4366
"[41, 46, 78, 106, 158, 169, 447, 457, 460, 563, 573]",2.9272,GA with SVR,11,0.3011,0.2602,0.1965,1.5592,1.2504,0.4507
"[103, 229, 248, 342, 343, 370, 569, 839]",2.4729,GA with SVR,8,0.1319,0.0805,0.1477,1.6058,1.2791,0.4085
"[69, 78, 106, 111, 211, 214, 221, 228, 363, 458, 470, 864]",3.1774,GA with SVR,12,0.2304,0.2788,0.2262,1.5301,1.25,0.493
"[5, 75, 178, 325, 405, 408, 414, 430, 450, 527, 549, 696]",3.1857,GA with SVR,12,0.1936,0.3221,0.1715,1.5833,1.2728,0.4648
"[86, 277, 280, 282, 294, 295, 311, 325, 386, 416, 462, 500]",3.19,GA with SVR,12,0.1887,0.3194,0.1678,1.5868,1.2763,0.4648
"[109, 142, 149, 163, 209, 226, 286, 287, 380, 399, 465, 481, 502, 538]",3.5326,GA with SVR,14,0.307,0.3081,0.2785,1.4775,1.1834,0.5352
"[55, 105, 157, 194, 209, 212, 267, 280, 391, 429, 466, 563, 907]",3.3718,GA with SVR,13,0.2984,0.1986,0.3409,1.4122,1.1066,0.5915
"[195, 210, 234, 267, 282, 349, 357, 408, 445, 450, 508, 559, 650, 868]",3.7242,GA with SVR,14,0.1718,0.0388,0.1607,1.5936,1.2824,0.4789
"[62, 92, 120, 195, 305, 309, 327, 348, 358, 361, 368, 405, 413, 415, 543]",3.7661,GA with SVR,15,0.3188,0.2291,0.2817,1.4742,1.1839,0.5211
"[241, 321, 363, 392, 404, 406, 442, 502, 507, 525, 677, 695]",3.2231,GA with SVR,12,0.1908,0.2264,0.1779,1.5771,1.2712,0.4225
"[32, 33, 47, 95, 107, 145, 252, 300, 443, 539, 545, 650, 871, 928]",3.7811,GA with SVR,14,0.0688,0.0572,0.0707,1.6768,1.405,0.4225
"[60, 211, 250, 254, 299, 388, 390, 403, 694, 865, 867, 872]",3.1767,GA with SVR,12,0.2813,0.1904,0.2952,1.4603,1.16,0.493
"[55, 83, 227, 241, 359, 471, 484, 694, 864, 866, 907]",2.9779,GA with SVR,11,0.2744,0.1737,0.2042,1.5518,1.2426,0.493
"[2, 32, 40, 43, 82, 140, 201, 219, 233, 384, 444, 446, 495, 502, 507, 537, 547, 567]",4.5441,GA with SVR,18,0.14,0.1656,0.1833,1.572,1.3234,0.3944
"[34, 36, 40, 51, 87, 252, 289, 291, 347, 349, 351, 356, 367, 405, 406, 429, 473, 504, 649, 880, 928]",5.0322,GA with SVR,21,0.3162,0.2384,0.2475,1.509,1.1439,0.5352
"[5, 57, 109, 247, 249, 358, 360, 513, 529, 937]",2.6828,GA with SVR,10,0.2992,0.3557,0.2536,1.5028,1.1691,0.5211
"[84, 102, 161, 175, 255, 279, 284, 313, 333, 491, 552]",3.1355,GA with SVR,11,0.0827,0.0712,0.0914,1.6581,1.3557,0.4225
"[53, 129, 215, 279, 301, 405, 477, 490, 493, 498, 514, 566, 568, 693, 938]",3.8388,GA with SVR,15,0.2266,0.2036,0.0643,1.6826,1.2073,0.5775
"[35, 36, 61, 68, 183, 229, 285, 305, 307, 313, 357, 471, 475, 502, 503, 508, 551, 557, 560, 868]",4.92,GA with SVR,20,0.2093,0.1744,0.1887,1.5668,1.222,0.4648
"[53, 54, 70, 119, 130, 304, 326, 328, 360, 376, 381, 400, 402, 435, 445, 521, 651]",4.1909,GA with SVR,17,0.3311,0.1998,0.2459,1.5105,1.1696,0.5915
"[50, 103, 126, 154, 191, 283, 290, 311, 325, 442, 499, 564, 615, 649, 869, 941]",4.0267,GA with SVR,16,0.1933,0.3195,0.1736,1.5813,1.2732,0.4507
"[1, 3, 224, 286, 333, 436, 503, 505, 615, 690]",2.7426,GA with SVR,10,0.2237,0.335,0.2655,1.4908,1.2237,0.4507
"[85, 151, 237, 291, 340, 363, 410, 519, 523, 528]",2.7646,GA with SVR,10,0.2581,0.2136,0.2121,1.544,1.278,0.4507
"[79, 112, 145, 173, 316, 374, 384, 428, 429, 536, 557, 569, 678]",3.549,GA with SVR,13,0.1262,0.0168,0.0524,1.6932,1.3774,0.4225
"[39, 51, 98, 201, 280, 309, 349, 397, 409, 433, 511, 538, 691]",3.6532,GA with SVR,13,0.0236,-0.112,0.0029,1.737,1.3906,0.4225
"[34, 36, 40, 51, 87, 159, 209, 252, 289, 291, 313, 347, 349, 351, 356, 367, 405, 406, 429, 473, 500, 504, 544, 566, 571, 649, 868, 880, 928]",6.7654,GA with SVR,29,0.3013,0.2229,0.2275,1.5288,1.1408,0.5352
"[55, 83, 116, 227, 241, 295, 359, 436, 471, 484, 545, 694, 864, 866, 907]",3.7963,GA with SVR,15,0.2941,0.1959,0.2221,1.5342,1.2348,0.493
"[34, 36, 40, 51, 87, 169, 252, 284, 289, 291, 302, 337, 347, 349, 351, 356, 367, 405, 406, 471, 484, 548, 677, 694, 826, 864, 866, 907]",6.5543,GA with SVR,28,0.2929,0.2248,0.2209,1.5353,1.1846,0.5211
"[34, 36, 40, 51, 87, 125, 197, 252, 289, 291, 347, 349, 351, 356, 367, 389, 405, 406, 429, 470, 471, 484, 526, 679, 694, 864, 866, 907]",6.5762,GA with SVR,28,0.2618,0.2259,0.2372,1.5192,1.1851,0.5634
"[74, 228, 344, 363, 428, 448, 450, 649, 852]",2.615,GA with SVR,9,0.1789,0.1913,0.1724,1.5824,1.2727,0.493
"[5, 126, 185, 233, 301, 431, 456, 523, 574, 676, 680, 703]",3.0292,GA with SVR,12,0.4077,0.3377,0.2799,1.4761,1.1652,0.5211
"[190, 263, 267, 294, 328, 351, 408, 425, 563, 867, 937]",2.9385,GA with SVR,11,0.2785,0.2712,0.3133,1.4414,1.1902,0.4789
"[56, 83, 218, 252, 332, 351, 403, 410, 413, 517, 534, 698, 852]",3.3546,GA with SVR,13,0.2705,0.2922,0.2661,1.4902,1.2271,0.4366
"[5, 6, 38, 85, 141, 143, 150, 191, 208, 219, 315, 336, 346, 418, 465, 511, 517, 551]",4.3752,GA with SVR,18,0.3157,0.2903,0.1799,1.5753,1.2274,0.507
"[73, 92, 107, 263, 331, 377, 379, 399, 437, 514, 529, 697]",3.2207,GA with SVR,12,0.1876,0.2386,0.1819,1.5733,1.2351,0.493
"[20, 92, 128, 166, 173, 287, 406, 464, 476, 491, 503, 541, 572]",3.3828,GA with SVR,13,0.3154,0.1401,0.2994,1.456,1.1137,0.5915
"[94, 110, 149, 281, 288, 295, 311, 366, 425, 467, 563, 564, 698]",3.3627,GA with SVR,13,0.2463,0.314,0.259,1.4974,1.175,0.493
"[45, 84, 136, 142, 145, 169, 175, 181, 238, 260, 286, 294, 348, 473]",3.7256,GA with SVR,14,0.1445,0.0827,0.1379,1.6151,1.3246,0.4366
"[65, 78, 176, 199, 224, 332, 350, 373, 490, 499, 500, 507, 518, 521, 539, 555, 871]",4.2367,GA with SVR,17,0.2083,0.296,0.1273,1.6249,1.2012,0.5352
"[3, 128, 187, 194, 199, 285, 352, 369, 555, 573, 864]",3.0403,GA with SVR,11,0.1749,0.1804,0.2207,1.5355,1.2168,0.507
"[127, 138, 164, 279, 529, 537, 929]",2.2701,GA with SVR,7,0.1004,0.1189,0.1577,1.5964,1.2926,0.4648
"[51, 59, 62, 124, 156, 160, 172, 190, 225, 286, 297, 305, 341, 343, 347, 389, 393, 475, 523, 554, 574]",5.0404,GA with SVR,21,0.2809,0.2776,0.1874,1.5681,1.2681,0.4507
"[6, 62, 95, 112, 256, 310, 380, 388, 445, 492, 519, 906]",3.1744,GA with SVR,12,0.2822,0.1947,0.1859,1.5695,1.1966,0.5211
"[70, 122, 192, 307, 321, 375, 396, 442, 482, 514, 561, 852]",3.2196,GA with SVR,12,0.2148,0.1932,0.2073,1.5487,1.2724,0.4225
"[3, 35, 143, 151, 163, 230, 288, 322, 389, 398, 442, 446, 450]",3.3749,GA with SVR,13,0.3006,0.1868,0.2443,1.5121,1.2548,0.4648
"[106, 180, 251, 315, 451, 475, 507, 534, 541, 872]",2.9056,GA with SVR,10,0.1229,0.0571,0.0928,1.6568,1.3564,0.4085
"[87, 115, 135, 160, 175, 269, 313, 317, 349, 393, 413, 515, 561, 691, 692, 880]",4.0582,GA with SVR,16,0.2345,0.1679,0.1944,1.5613,1.2123,0.4789
"[128, 287, 320, 395, 467, 472, 476, 499, 536, 540, 650]",2.8919,GA with SVR,11,0.3126,0.3304,0.1967,1.559,1.2459,0.507
"[42, 49, 51, 74, 114, 140, 175, 177, 184, 221, 288, 298, 421, 465, 546, 552, 700, 865, 938, 940]",4.9215,GA with SVR,20,0.2205,0.1521,0.2605,1.4959,1.1588,0.507
"[95, 113, 142, 224, 240, 318, 445, 826]",2.2228,GA with SVR,8,0.3503,0.3746,0.2965,1.459,1.2295,0.4366
"[138, 245, 297, 304, 362, 403, 489, 696, 929]",2.5383,GA with SVR,9,0.2395,0.2943,0.2864,1.4694,1.1861,0.4789
"[96, 173, 224, 317, 318, 321, 329, 387, 412, 438, 573]",2.9105,GA with SVR,11,0.3278,0.2558,0.23,1.5263,1.2649,0.4507
"[91, 152, 159, 270, 282, 301, 341, 346, 347, 370, 436, 467, 472, 567]",3.5946,GA with SVR,14,0.2386,0.2706,0.2618,1.4945,1.2465,0.4648
"[314, 389, 430, 436, 482, 541, 551, 692]",2.4457,GA with SVR,8,0.2004,0.036,-0.0813,1.8088,1.301,0.5915
"[4, 49, 50, 103, 109, 129, 173, 182, 302, 330, 404, 458, 497, 676, 680]",3.7931,GA with SVR,15,0.2575,0.2676,0.1995,1.5563,1.2168,0.5211
"[1, 113, 152, 186, 243, 260, 314, 343, 387, 428, 455, 518, 523, 699, 700, 872, 928]",4.0753,GA with SVR,17,0.3701,0.4051,0.4701,1.2663,1.021,0.5775
"[54, 81, 185, 314, 336, 366, 388, 450, 454, 460, 489]",2.9957,GA with SVR,11,0.2473,0.174,0.1536,1.6003,1.2643,0.4789
"[49, 53, 55, 62, 178, 211, 224, 228, 286, 290, 338, 360, 378, 422, 464, 698, 938]",4.2088,GA with SVR,17,0.2453,0.3022,0.2314,1.525,1.218,0.4789
"[66, 83, 108, 174, 284, 308, 372, 404, 441, 491, 519, 531, 569, 677, 868, 869]",3.9957,GA with SVR,16,0.2321,0.3308,0.2143,1.5419,1.176,0.4648
"[45, 48, 89, 139, 172, 189, 276, 308, 315, 407, 498, 536]",3.1297,GA with SVR,12,0.2691,0.3344,0.3627,1.3886,1.0927,0.5352
"[76, 108, 142, 173, 211, 313, 425, 524]",2.3302,GA with SVR,8,0.214,0.3399,0.2867,1.4691,1.2021,0.4507
"[195, 225, 246, 368, 414, 445, 452, 464, 482, 502, 524, 527]",3.3213,GA with SVR,12,0.0778,0.1515,0.0717,1.6759,1.382,0.4085
"[17, 65, 138, 141, 159, 236, 295, 449, 526, 530, 564]",3.1545,GA with SVR,11,0.0592,0.0564,0.109,1.6419,1.334,0.4366
"[57, 120, 186, 249, 305, 317, 345, 422, 474, 514, 516, 556]",3.277,GA with SVR,12,0.137,0.1727,0.1282,1.6242,1.3542,0.4085
"[47, 48, 74, 107, 132, 235, 334, 337, 387, 439, 574, 698]",3.1607,GA with SVR,12,0.2615,0.2675,0.2022,1.5537,1.2913,0.4366
"[141, 172, 193, 219, 222, 229, 244, 288, 290, 318, 338, 387, 407, 522, 537, 566, 574]",4.1678,GA with SVR,17,0.2872,0.3308,0.2644,1.4918,1.1983,0.4789
"[1, 74, 89, 96, 164, 377, 438, 439, 461, 465, 472, 488, 513, 527]",3.4928,GA with SVR,14,0.3261,0.3723,0.2666,1.4896,1.1933,0.493
"[100, 111, 132, 251, 267, 301, 306, 397, 426, 434, 526, 908]",3.317,GA with SVR,12,0.162,0.0146,0.1869,1.5685,1.2695,0.4789
"[31, 105, 110, 125, 167, 308, 313, 316, 347, 453, 498, 506, 525, 532, 554]",3.9841,GA with SVR,15,0.0801,0.062,0.0902,1.6591,1.3063,0.4366
"[64, 121, 217, 241, 320, 344, 355, 363, 393, 530, 559, 573]",3.1103,GA with SVR,12,0.3294,0.2768,0.2496,1.5069,1.2168,0.4507
"[58, 113, 164, 203, 289, 320, 334, 336, 351, 367, 390, 429, 532]",3.296,GA with SVR,13,0.3075,0.3744,0.2983,1.4571,1.1777,0.4507
"[35, 66, 88, 111, 133, 148, 149, 173, 174, 192, 200, 210, 326, 331, 376, 395, 426, 495, 503, 694]",4.8387,GA with SVR,20,0.2407,0.3199,0.2287,1.5277,1.207,0.507
"[57, 93, 154, 191, 235, 242, 248, 276, 326, 425, 523, 557]",3.0716,GA with SVR,12,0.3161,0.3973,0.4055,1.3412,1.0747,0.6056
"[99, 144, 229, 308, 427, 480, 678]",2.1849,GA with SVR,7,0.2028,0.1825,0.1597,1.5945,1.3416,0.4085
"[3, 77, 85, 97, 188, 212, 241, 245, 247, 275, 286, 356, 410, 469, 880]",4.0244,GA with SVR,15,0.0341,0.0258,0.0317,1.7117,1.4552,0.3803
"[47, 48, 74, 107, 132, 235, 334, 337, 358, 387, 413, 439, 565, 574, 615, 698]",3.9612,GA with SVR,16,0.3068,0.2874,0.238,1.5184,1.2534,0.4366
"[3, 17, 20, 31, 65, 135, 138, 141, 159, 168, 195, 236, 295, 340, 449, 526, 530, 564, 571]",4.8241,GA with SVR,19,0.0884,0.0732,0.1193,1.6324,1.3061,0.4507
"[47, 48, 74, 107, 138, 141, 159, 199, 236, 295, 324, 334, 430, 431, 449, 485, 502, 526, 530, 564]",5.0551,GA with SVR,20,0.0651,0.0647,0.1147,1.6367,1.3288,0.4366
"[47, 48, 74, 103, 107, 138, 141, 143, 159, 181, 236, 238, 295, 413, 428, 449, 474, 477, 526, 530, 553, 564, 690]",5.6568,GA with SVR,23,0.0963,0.1194,0.1619,1.5924,1.3061,0.4648
"[32, 103, 154, 155, 194, 230, 279, 283, 321, 384, 386, 528, 547, 555, 565, 651, 677, 869, 908]",4.8142,GA with SVR,19,0.0934,0.0917,0.0914,1.658,1.3987,0.4085
"[41, 69, 111, 163, 225, 244, 271, 337, 371, 382, 387, 421, 460, 535, 538, 693]",3.9534,GA with SVR,16,0.2632,0.3815,0.2704,1.4858,1.248,0.4366
"[101, 113, 128, 270, 279, 353, 363, 404, 493]",2.5683,GA with SVR,9,0.2132,0.2598,0.2378,1.5186,1.2643,0.4507
"[36, 84, 217, 223, 237, 306, 313, 327, 332, 373, 374, 377, 393, 407, 486, 513, 557, 571, 819]",4.8114,GA with SVR,19,0.1124,0.0671,0.0998,1.6504,1.3352,0.4085
"[70, 86, 148, 170, 179, 187, 286, 357, 373, 442, 869]",2.9439,GA with SVR,11,0.2452,0.3165,0.1932,1.5624,1.1955,0.4789
"[59, 94, 117, 190, 235, 241, 280, 404, 409, 472, 493, 567, 692]",3.3985,GA with SVR,13,0.2798,0.1617,0.0745,1.6734,1.2682,0.5352
"[2, 53, 77, 107, 218, 313, 398, 487, 560]",2.5541,GA with SVR,9,0.2643,0.2063,0.1912,1.5643,1.0834,0.6479
"[1, 115, 141, 149, 154, 175, 200, 276, 287, 309, 358, 390, 426, 494, 501, 650, 702, 870]",4.3108,GA with SVR,18,0.3515,0.3794,0.4258,1.3181,1.0496,0.5915
"[4, 17, 76, 122, 204, 545, 560, 678, 821]",2.6766,GA with SVR,9,0.1482,0.068,0.1166,1.6349,1.3068,0.4789
"[53, 96, 286, 318, 352, 418, 449, 509, 512, 648, 816, 870]",2.9447,GA with SVR,12,0.4544,0.4516,0.387,1.3619,1.0561,0.5493
"[32, 112, 121, 272, 287, 297, 312, 346, 382, 407, 495, 539, 546, 566, 677]",3.9614,GA with SVR,15,0.1032,0.0858,0.0975,1.6525,1.4086,0.3803
"[17, 78, 206, 251, 293, 376, 412, 434, 456, 459, 471, 529, 615, 864]",3.7254,GA with SVR,14,0.1932,-0.002,0.1419,1.6114,1.2649,0.4648
"[38, 126, 171, 255, 269, 337, 344, 376, 411, 413, 457, 473, 492, 555, 570]",4.0366,GA with SVR,15,0.0616,-0.0574,0.0672,1.68,1.3395,0.4789
"[17, 52, 124, 142, 143, 175, 183, 219, 294, 352, 384, 442, 446, 447, 476, 514, 534, 539, 564, 565, 649]",5.0717,GA with SVR,21,0.2531,0.2499,0.2125,1.5436,1.2557,0.4648
"[35, 45, 269, 396, 458, 475, 698]",2.2595,GA with SVR,7,0.1029,0.1463,0.1199,1.6319,1.3447,0.4085
"[54, 90, 118, 119, 280, 319, 366, 390, 424, 489, 516, 525, 540, 692, 816]",4.016,GA with SVR,15,0.0454,0.0305,0.0531,1.6926,1.4274,0.4085
"[159, 175, 295, 308, 326, 338, 347, 446, 495, 502, 515]",2.9526,GA with SVR,11,0.2723,0.2449,0.1895,1.566,1.2583,0.4366
"[35, 56, 96, 144, 246, 260, 282, 393, 492, 573]",2.9391,GA with SVR,10,0.0714,0.0499,0.119,1.6326,1.3779,0.3944
"[81, 172, 237, 251, 295, 359, 385, 394, 404, 425, 509, 516, 526, 571]",3.6633,GA with SVR,14,0.1986,0.1591,0.1545,1.5994,1.2922,0.4507
"[5, 82, 112, 146, 176, 241, 275, 282, 299, 411, 488, 492, 547, 553, 564, 690, 698]",4.2797,GA with SVR,17,0.1814,0.2325,0.1893,1.5662,1.3172,0.3944
"[40, 52, 114, 115, 281, 294, 319, 338, 394, 397, 432]",3.1521,GA with SVR,11,0.0652,0.0528,0.0731,1.6747,1.4147,0.4085
"[46, 55, 107, 218, 299, 342, 378, 404, 423, 438, 473, 500, 504, 555, 651, 694]",4.0005,GA with SVR,16,0.2662,0.2603,0.2212,1.5351,1.1983,0.5775
"[176, 180, 297, 300, 344, 348, 409, 423, 424, 431, 459, 520, 553, 869, 930]",3.8719,GA with SVR,15,0.199,0.1642,0.1821,1.5731,1.2589,0.493
