Descriptor ID,Fitness,Algorithm,Dimen,R2,R2_Valid,R2_Test,RMSE,MAE,Prediction
"[41, 54, 101, 193, 229, 239, 261, 300, 327, 454, 456, 500, 538]",3.4899,GA with SVR,13,0.1284,0.1803,0.2179,1.5383,1.2342,0.4789
"[51, 64, 198, 213, 233, 272, 436, 479, 557, 648, 692]",3.0747,GA with SVR,11,0.1674,0.0964,0.1211,1.6307,1.3887,0.4225
"[55, 57, 94, 110, 134, 155, 188, 196, 349, 363, 415, 938, 939]",3.5336,GA with SVR,13,0.1147,0.0812,-0.0051,1.7439,1.2318,0.5634
"[108, 220, 272, 435, 447, 496, 510, 536, 547, 615, 650]",3.0832,GA with SVR,11,0.1648,0.0766,0.1179,1.6337,1.4048,0.4085
"[73, 77, 115, 121, 195, 222, 246, 291, 334, 409, 432, 447, 449, 460, 507, 524]",4.1369,GA with SVR,16,0.1198,0.1564,0.1315,1.621,1.3189,0.4225
"[36, 69, 207, 209, 280, 376, 382, 391, 525, 530, 549, 928]",3.2227,GA with SVR,12,0.1647,0.2738,0.134,1.6187,1.342,0.4225
"[134, 137, 286, 336, 375, 382, 389, 461, 483, 694, 872, 937]",3.0846,GA with SVR,12,0.3218,0.3548,0.3688,1.382,1.1274,0.5211
"[104, 189, 223, 316, 385, 403, 427, 468, 541, 928]",2.5931,GA with SVR,10,0.3586,0.4725,0.3425,1.4105,1.081,0.5493
"[121, 158, 194, 208, 290, 308, 312, 356, 389, 410, 421, 422, 512, 517, 551, 572, 872]",4.275,GA with SVR,17,0.2184,0.1813,0.1783,1.5767,1.3268,0.4366
"[85, 108, 119, 213, 221, 358, 469, 476, 514, 852, 929]",2.9667,GA with SVR,11,0.2413,0.2628,0.2249,1.5314,1.2202,0.507
"[0, 46, 66, 71, 115, 248, 293, 296, 333, 363, 388, 439, 504]",3.5164,GA with SVR,13,0.1157,0.1284,0.1036,1.6469,1.4097,0.338
"[36, 102, 112, 141, 149, 263, 296, 306, 316, 341, 391, 498, 500, 522, 538, 839]",4.1063,GA with SVR,16,0.1315,0.2184,0.1507,1.603,1.3154,0.493
"[31, 100, 132, 155, 164, 169, 243, 323, 345, 350, 378, 566, 700, 703]",3.5377,GA with SVR,14,0.2155,0.4551,0.2149,1.5412,1.201,0.493
"[103, 121, 236, 251, 252, 388, 449, 533]",2.4453,GA with SVR,8,0.1156,0.1924,0.1003,1.65,1.354,0.4225
"[157, 191, 222, 224, 244, 260, 277, 367, 488, 506, 507, 517, 544, 700, 939]",3.7378,GA with SVR,15,0.2896,0.3497,0.3644,1.3867,1.1629,0.4366
"[76, 139, 283, 382, 426, 438, 502, 538, 548, 648, 702, 908, 939]",3.544,GA with SVR,13,0.1183,0.045,0.1248,1.6273,1.336,0.4648
"[71, 125, 153, 155, 317, 344, 380, 395, 400, 500, 559, 573, 907]",3.3337,GA with SVR,13,0.2976,0.2977,0.2604,1.496,1.1977,0.5352
"[42, 178, 205, 244, 342, 447, 455, 529, 555, 677]",2.8688,GA with SVR,10,0.1462,0.1229,0.1642,1.5903,1.2568,0.4507
"[16, 79, 123, 175, 197, 232, 294, 307, 322, 333, 349, 384, 534, 865, 908]",3.8522,GA with SVR,15,0.2411,0.1434,0.2761,1.48,1.1608,0.4789
"[4, 55, 75, 89, 146, 166, 181, 188, 197, 281, 302, 378, 468, 554, 700]",3.7428,GA with SVR,15,0.289,0.3385,0.2845,1.4714,1.1939,0.4366
"[6, 31, 40, 55, 68, 112, 200, 208, 326, 432, 480, 484, 510, 937]",3.5097,GA with SVR,14,0.2794,0.4127,0.2789,1.4771,1.1773,0.5493
"[178, 184, 196, 231, 239, 319, 321, 455, 475, 505, 509, 525, 529, 615]",3.8057,GA with SVR,14,0.0442,0.0285,0.0519,1.6938,1.4291,0.4085
"[66, 100, 230, 340, 354, 382, 403, 458, 498, 514, 679, 928]",3.2166,GA with SVR,12,0.2327,0.1696,0.1598,1.5944,1.3449,0.4085
"[31, 100, 132, 155, 164, 169, 189, 241, 243, 323, 345, 350, 378, 422, 548, 566, 700, 703]",4.3771,GA with SVR,18,0.2154,0.4553,0.215,1.5412,1.2009,0.493
"[0, 46, 48, 66, 71, 85, 115, 149, 248, 260, 293, 296, 333, 363, 366, 388, 400, 439, 504, 547, 573, 574]",5.4215,GA with SVR,22,0.1235,0.1282,0.1245,1.6276,1.3967,0.3944
"[31, 47, 100, 132, 155, 164, 169, 204, 293, 296, 333, 363, 388, 439, 504, 651, 871]",4.3753,GA with SVR,17,0.1095,0.1016,0.0669,1.6803,1.2926,0.493
"[31, 54, 91, 100, 103, 132, 140, 151, 155, 164, 169, 204, 248, 293, 296, 333, 363, 388, 399, 409, 439, 484, 504, 532, 563, 694]",6.2765,GA with SVR,26,0.1328,0.126,0.1357,1.6172,1.2856,0.4789
"[6, 89, 93, 120, 124, 235, 281, 296, 328, 332, 461]",3.1033,GA with SVR,11,0.1306,0.0799,0.1475,1.606,1.3039,0.4366
"[41, 56, 69, 104, 105, 149, 173, 189, 337, 347, 440, 445, 458, 469, 494, 527, 650]",4.2741,GA with SVR,17,0.1651,0.2746,0.1351,1.6177,1.3418,0.4225
"[85, 95, 224, 256, 318, 325, 331, 411, 485, 538, 556, 928]",3.1545,GA with SVR,12,0.2315,0.337,0.1985,1.5572,1.235,0.4789
"[52, 86, 89, 136, 143, 196, 362, 440, 441, 463, 510, 514]",3.2095,GA with SVR,12,0.2189,0.2134,0.1676,1.587,1.263,0.507
"[73, 75, 137, 151, 180, 283, 387, 453, 469, 474, 523, 546, 567, 930]",3.7581,GA with SVR,14,0.114,0.0441,0.1152,1.6362,1.3326,0.4225
"[16, 78, 114, 136, 232, 233, 340, 364, 366, 396, 399, 485, 522, 528, 698]",3.8764,GA with SVR,15,0.1739,0.1956,0.1511,1.6027,1.3017,0.4225
"[117, 135, 160, 200, 232, 360, 367, 461, 464]",2.6363,GA with SVR,9,0.1224,0.2326,0.1402,1.6129,1.3208,0.3944
"[98, 121, 181, 215, 231, 314, 396, 514, 560, 565, 676, 692, 695]",3.2819,GA with SVR,13,0.3853,0.272,0.1811,1.5741,1.1241,0.6338
"[54, 105, 182, 208, 219, 254, 263, 332, 340, 365, 377, 508, 544, 690, 866, 929]",4.0754,GA with SVR,16,0.1825,0.2126,0.1863,1.5691,1.3089,0.3944
"[35, 43, 45, 75, 178, 429, 463, 471, 524, 534, 550, 867]",3.3283,GA with SVR,12,0.1092,0.0754,0.0978,1.6522,1.2896,0.4507
"[43, 73, 175, 246, 395, 449, 497, 541, 543, 558, 631, 696, 698, 930]",3.7359,GA with SVR,14,0.1199,0.0968,0.0976,1.6524,1.3503,0.4225
"[5, 124, 183, 195, 210, 223, 235, 361, 386, 468, 526, 677]",3.1311,GA with SVR,12,0.2946,0.2855,0.1524,1.6014,1.2355,0.507
"[50, 134, 199, 243, 338, 359, 390, 431, 458, 541, 549, 573, 648, 649]",3.5036,GA with SVR,14,0.3299,0.3396,0.3315,1.4222,1.1474,0.4789
"[15, 197, 202, 209, 289, 299, 332, 336, 344, 361, 512, 530, 538, 569, 906]",3.8865,GA with SVR,15,0.1554,0.2006,0.1255,1.6266,1.3272,0.4225
"[95, 129, 140, 154, 227, 295, 332, 349, 352, 376, 431, 442, 473, 506, 512, 695]",4.1442,GA with SVR,16,0.1417,0.099,0.1291,1.6233,1.3466,0.4507
"[30, 102, 152, 157, 164, 170, 171, 178, 294, 386, 460, 539, 548]",3.5443,GA with SVR,13,0.0816,0.1088,0.0897,1.6596,1.3781,0.3803
"[34, 39, 114, 137, 155, 179, 279, 319, 322, 355, 398, 419, 531, 539, 566]",4.0774,GA with SVR,15,0.0235,-0.112,0.0027,1.7371,1.3906,0.4225
"[39, 40, 170, 188, 288, 306, 309, 341, 377, 381, 482, 502]",3.4415,GA with SVR,12,0.0237,-0.1118,0.003,1.7368,1.3905,0.4225
"[85, 107, 175, 199, 242, 260, 288, 442, 447, 516, 540, 694, 866, 868]",3.7479,GA with SVR,14,0.1164,0.0688,0.143,1.6103,1.3557,0.4085
"[42, 56, 85, 88, 176, 196, 233, 243, 253, 260, 267, 269, 328, 331, 350, 430, 461, 484, 691, 880]",4.9276,GA with SVR,20,0.2337,0.115,0.2342,1.5222,1.2682,0.4507
"[0, 70, 149, 160, 184, 191, 352, 385, 408, 487, 501, 556, 937]",3.5152,GA with SVR,13,0.1164,0.1305,0.1056,1.645,1.4088,0.338
"[77, 181, 245, 249, 286, 333, 334, 434, 472, 542, 545, 650, 695, 819, 907]",3.7878,GA with SVR,15,0.28,0.2419,0.304,1.4512,1.1446,0.5211
"[33, 89, 91, 101, 112, 203, 217, 242, 250, 371, 385, 390, 416, 427, 463, 496, 542]",4.3273,GA with SVR,17,0.1964,0.0824,0.1015,1.6488,1.2699,0.4789
"[17, 60, 165, 188, 194, 202, 205, 223, 271, 291, 322, 364, 418, 519]",3.815,GA with SVR,14,0.0198,0.0439,0.0453,1.6996,1.4307,0.3944
"[68, 142, 239, 248, 298, 441, 515, 546, 573, 631]",2.7844,GA with SVR,10,0.2245,0.22,0.1618,1.5925,1.3114,0.4648
"[48, 73, 175, 237, 419, 423, 524, 529, 565]",2.8264,GA with SVR,9,-0.0323,-0.0667,-0.0441,1.7774,1.4734,0.3944
"[78, 82, 109, 185, 225, 270, 399, 432, 455, 524, 566, 567, 676, 681, 864, 940]",3.8365,GA with SVR,16,0.4249,0.3766,0.448,1.2924,1.0282,0.5493
"[15, 41, 89, 127, 128, 136, 141, 168, 263, 267, 281, 289, 341, 424, 428, 439, 440, 454, 477, 502, 521, 526, 534]",5.4691,GA with SVR,23,0.2783,0.2746,0.3088,1.4461,1.2045,0.4507
"[36, 117, 127, 198, 222, 320, 333, 348, 354, 367]",2.6625,GA with SVR,10,0.3094,0.3891,0.3194,1.435,1.1587,0.5352
"[108, 115, 178, 411, 468, 527, 531, 539]",2.3094,GA with SVR,8,0.2424,0.3445,0.282,1.4739,1.1747,0.4648
"[52, 72, 78, 110, 134, 142, 310, 332, 356, 528, 546, 696]",3.0541,GA with SVR,12,0.3323,0.4114,0.3317,1.422,1.1071,0.5775
"[125, 136, 139, 148, 192, 289, 294, 341, 342, 349, 499, 570, 677, 703, 929]",3.8996,GA with SVR,15,0.1704,0.1395,0.179,1.5761,1.3226,0.4648
"[20, 151, 194, 415, 450, 702]",1.7795,GA with SVR,6,0.1016,0.0599,0.0987,1.6514,1.2677,0.4648
"[20, 124, 308, 371, 373, 380, 396, 452, 471, 489, 518, 541, 695, 864, 867]",3.7852,GA with SVR,15,0.2812,0.2465,0.2721,1.484,1.1142,0.5634
"[62, 64, 76, 102, 112, 155, 193, 237, 240, 242, 255, 267, 299, 334, 394, 395, 425, 441, 473, 533, 556, 649, 866, 930, 938]",6.0341,GA with SVR,25,0.2188,0.0529,0.1845,1.5708,1.2077,0.4789
"[33, 152, 167, 214, 277, 309, 388, 413, 414, 541]",3.0375,GA with SVR,10,-0.0322,-0.0687,-0.0365,1.7709,1.4551,0.3944
"[34, 80, 92, 111, 199, 206, 208, 233, 405, 417, 482, 500, 540, 816, 869]",3.7993,GA with SVR,15,0.3001,0.1779,0.2717,1.4845,1.1132,0.6056
"[15, 17, 53, 100, 170, 183, 188, 230, 233, 280, 358, 409, 527, 567, 870]",3.9711,GA with SVR,15,0.0892,0.0828,0.0245,1.718,1.3574,0.4507
"[87, 168, 174, 211, 383, 401, 453, 499, 512, 545, 700]",3.0017,GA with SVR,11,0.1941,0.2527,0.1947,1.5609,1.2773,0.4085
"[84, 165, 172, 175, 201, 254, 334, 366, 384, 448, 498, 520, 699]",3.4491,GA with SVR,13,0.2175,0.1358,0.2193,1.5369,1.2283,0.4366
"[62, 174, 180, 209, 219, 332, 378, 388, 402, 700, 703]",2.9727,GA with SVR,11,0.2296,0.2677,0.174,1.5809,1.2945,0.3944
"[20, 130, 183, 293, 381, 411, 431, 474, 561, 693, 694]",2.9114,GA with SVR,11,0.304,0.296,0.2395,1.517,1.0838,0.6338
"[34, 141, 250, 380, 439, 481, 510, 527, 550, 677, 907]",3.0435,GA with SVR,11,0.1766,0.1683,0.1649,1.5895,1.2322,0.5211
"[92, 118, 189, 322, 340, 366, 470, 492, 516, 533, 540, 648, 680, 941]",3.5479,GA with SVR,14,0.3341,0.2225,0.2833,1.4726,1.1643,0.5634
"[53, 188, 241, 300, 314, 408, 424, 448, 450, 485, 852]",3.0247,GA with SVR,11,0.2014,0.1763,0.1332,1.6195,1.2207,0.5775
"[4, 53, 70, 74, 132, 298, 332, 373, 387, 396, 444, 481, 497, 567, 698]",3.734,GA with SVR,15,0.2618,0.407,0.2071,1.5489,1.1493,0.5211
"[33, 121, 139, 152, 167, 181, 214, 216, 244, 277, 309, 388, 413, 414, 419, 541]",4.242,GA with SVR,16,0.0736,-0.0579,0.04,1.7043,1.3634,0.4225
"[20, 38, 46, 124, 160, 308, 326, 359, 371, 373, 379, 380, 452, 471, 489, 518, 541, 695, 864]",4.6338,GA with SVR,19,0.2643,0.264,0.2481,1.5083,1.1362,0.5352
"[33, 120, 145, 152, 167, 214, 226, 277, 291, 309, 329, 388, 413, 414, 493, 541, 695, 864, 867]",4.7035,GA with SVR,19,0.2648,0.0915,0.1939,1.5617,1.1671,0.507
"[33, 152, 167, 181, 226, 277, 309, 388, 399, 413, 414, 433, 541, 680, 695, 864, 867]",4.1945,GA with SVR,17,0.3415,0.1733,0.2615,1.4948,1.0761,0.6056
"[68, 160, 234, 238, 295, 315, 321, 404, 515, 520, 528]",2.965,GA with SVR,11,0.2502,0.2514,0.2114,1.5447,1.1992,0.507
"[127, 179, 249, 289, 361, 442, 472, 507, 526]",2.7445,GA with SVR,9,0.0524,0.0373,0.0685,1.6789,1.3411,0.4507
"[50, 92, 111, 168, 174, 214, 450, 515, 548, 702]",2.7258,GA with SVR,10,0.3348,0.1794,0.2901,1.4656,1.1462,0.5493
"[35, 74, 80, 82, 136, 175, 190, 192, 201, 212, 249, 251, 271, 300, 336, 384, 531, 649, 681, 690]",4.9977,GA with SVR,20,0.1018,0.1556,0.1392,1.6139,1.3591,0.4085
"[0, 45, 138, 171, 218, 301, 316, 394, 422, 457, 502, 503, 566]",3.4638,GA with SVR,13,0.1727,0.1747,0.193,1.5626,1.3205,0.4225
"[32, 103, 168, 206, 313, 319, 420, 425, 527, 546, 819, 852]",3.3715,GA with SVR,12,0.0619,0.0326,0.0713,1.6763,1.4037,0.4366
"[30, 76, 94, 99, 116, 159, 243, 296, 328, 506, 550, 560, 678, 940]",3.5494,GA with SVR,14,0.2807,0.312,0.296,1.4595,1.1486,0.507
"[60, 127, 134, 249, 296, 311, 383, 416, 466, 523, 534, 648]",3.221,GA with SVR,12,0.192,0.2301,0.1768,1.5782,1.2925,0.4366
"[80, 82, 88, 97, 100, 157, 158, 194, 250, 260, 379, 431, 930]",3.5446,GA with SVR,13,0.1026,0.0709,0.1292,1.6232,1.365,0.3521
"[3, 5, 43, 138, 238, 347, 378, 417, 421, 496, 564, 649]",3.2147,GA with SVR,12,0.2067,0.221,0.2266,1.5297,1.2413,0.493
"[76, 96, 212, 319, 460, 466, 564]",2.3262,GA with SVR,7,0.0506,0.0372,0.0599,1.6866,1.4273,0.4085
"[75, 78, 129, 276, 321, 326, 374, 516, 520, 939]",2.6006,GA with SVR,10,0.3673,0.4387,0.4247,1.3194,1.0505,0.5352
"[168, 247, 301, 328, 330, 358, 440, 448, 449, 509, 510, 535, 679, 864]",3.6259,GA with SVR,14,0.2616,0.1487,0.2732,1.4829,1.1997,0.4648
"[3, 31, 62, 85, 160, 209, 213, 244, 384, 409, 431, 571]",3.4489,GA with SVR,12,-0.0197,-0.0575,-0.0188,1.7557,1.4268,0.4085
"[55, 58, 63, 69, 101, 209, 306, 400, 404, 677, 700]",2.9786,GA with SVR,11,0.1881,0.3262,0.1751,1.5798,1.3005,0.4648
"[2, 64, 73, 80, 156, 372, 393, 421, 468, 489, 492, 870]",3.3852,GA with SVR,12,0.0564,0.0015,0.0556,1.6904,1.3759,0.3944
"[117, 176, 208, 235, 286, 391, 472, 551, 700, 864, 939]",2.8137,GA with SVR,11,0.409,0.352,0.4144,1.3312,1.0557,0.5775
"[64, 66, 211, 248, 346, 503, 530, 531, 535, 542, 566]",2.9431,GA with SVR,11,0.2438,0.3211,0.2562,1.5002,1.1859,0.4648
"[65, 71, 77, 120, 219, 229, 254, 304, 349, 359, 417, 819]",3.2698,GA with SVR,12,0.1814,0.114,0.1586,1.5955,1.3465,0.3944
"[47, 78, 149, 177, 232, 310, 315, 378, 384, 391, 410, 411, 427, 438, 485, 498, 509, 571, 821]",4.578,GA with SVR,19,0.3102,0.3194,0.3259,1.4281,1.1502,0.507
"[4, 32, 49, 60, 101, 132, 163, 244, 250, 276, 360, 392, 441, 482, 570, 870, 937]",4.2283,GA with SVR,17,0.2202,0.2966,0.2757,1.4804,1.2218,0.4648
"[43, 107, 114, 116, 146, 189, 196, 243, 297, 411, 421, 494, 503, 505, 561, 939]",4.005,GA with SVR,16,0.2527,0.2724,0.2706,1.4856,1.1625,0.5634
"[81, 123, 144, 231, 280, 313, 347, 464, 553, 868]",2.8077,GA with SVR,10,0.2012,0.1975,0.1962,1.5595,1.2095,0.4789
"[52, 152, 181, 193, 230, 238, 319, 356, 378, 425, 436, 484, 536, 677]",3.8046,GA with SVR,14,0.0451,0.0301,0.053,1.6928,1.4283,0.4085
"[88, 129, 137, 193, 251, 389, 427, 447, 463, 504, 510, 535, 536, 700]",3.5833,GA with SVR,14,0.2486,0.2821,0.2951,1.4604,1.1705,0.4507
"[48, 54, 178, 205, 246, 281, 290, 381, 410, 503, 520, 523, 561, 651, 872]",3.815,GA with SVR,15,0.2536,0.2183,0.2301,1.5263,1.2663,0.4366
"[34, 38, 52, 56, 71, 79, 80, 112, 137, 158, 205, 271, 371, 409, 435, 533]",4.1287,GA with SVR,16,0.1561,0.1163,0.1493,1.6043,1.2977,0.4507
"[16, 44, 46, 68, 165, 247, 280, 349, 394, 399, 400, 424, 427, 438, 455, 466, 481, 534, 569, 703]",4.6845,GA with SVR,20,0.4001,0.4031,0.3707,1.3799,1.0742,0.5775
"[4, 59, 132, 154, 184, 281, 282, 297, 299, 341, 532, 534, 544]",3.3882,GA with SVR,13,0.2285,0.279,0.1771,1.578,1.3048,0.3944
"[3, 44, 56, 225, 230, 306, 320, 322, 404, 413, 457, 478, 532, 535, 541, 544, 648, 821]",4.3754,GA with SVR,18,0.3225,0.2784,0.2546,1.5018,1.2401,0.4085
"[408, 471, 474, 571, 691, 839]",1.7201,GA with SVR,6,0.16,0.1328,0.1142,1.6371,1.2185,0.493
"[62, 201, 213, 288, 307, 392, 446, 477, 482, 483, 492, 527, 697, 821]",3.6204,GA with SVR,14,0.2303,0.2179,0.2417,1.5147,1.2316,0.4507
"[132, 136, 191, 239, 403, 508, 650, 865, 866]",2.6467,GA with SVR,9,0.1765,0.1042,0.1923,1.5633,1.198,0.4507
"[38, 55, 84, 102, 109, 203, 288, 349, 379, 393, 468, 532, 565, 839]",3.7837,GA with SVR,14,0.07,0.0474,0.0681,1.6792,1.3774,0.4085
"[17, 72, 86, 185, 216, 238, 242, 294, 314, 374, 391, 418, 496, 510, 528, 839, 872]",4.1674,GA with SVR,17,0.3283,0.2615,0.2946,1.461,1.1841,0.4789
"[46, 103, 340, 347, 375, 404, 469, 531]",2.3956,GA with SVR,8,0.208,0.1677,0.1428,1.6105,1.2811,0.493
"[75, 121, 161, 199, 203, 209, 283, 324, 409, 433, 437, 443, 446, 466, 504, 929]",3.9792,GA with SVR,16,0.2954,0.2629,0.2281,1.5283,1.1959,0.507
"[71, 196, 231, 300, 330, 472, 505, 868]",2.438,GA with SVR,8,0.1566,0.1387,0.1699,1.5848,1.2544,0.4648
"[1, 44, 114, 118, 395, 438, 697]",2.1419,GA with SVR,7,0.2275,0.2595,0.1984,1.5574,1.2157,0.5211
"[65, 82, 93, 120, 169, 171, 236, 358, 443, 454, 509, 941]",3.2482,GA with SVR,12,0.2167,0.1116,0.1407,1.6124,1.3314,0.4789
"[39, 73, 127, 145, 183, 187, 227, 240, 253, 324, 347, 399, 420, 492, 503, 699]",4.2901,GA with SVR,16,0.0235,-0.1122,0.0027,1.7371,1.3907,0.4225
"[61, 69, 106, 170, 174, 235, 240, 254, 292, 329, 415, 442, 503, 542, 546, 907]",4.0586,GA with SVR,16,0.1827,0.256,0.1629,1.5915,1.327,0.4366
"[77, 151, 190, 294, 322, 327, 398, 426, 477, 481, 491, 546, 826]",3.4506,GA with SVR,13,0.214,0.138,0.1576,1.5965,1.312,0.3803
"[2, 85, 136, 185, 203, 270, 272, 314, 326, 337, 401, 415, 498, 503, 509, 536]",3.9944,GA with SVR,16,0.2633,0.2804,0.2526,1.5038,1.2708,0.4085
"[284, 304, 309, 311, 329, 402, 485, 502, 509, 548]",2.9521,GA with SVR,10,0.0966,-0.035,0.0521,1.6935,1.4221,0.3944
"[52, 88, 98, 115, 129, 165, 169, 171, 217, 261, 360, 425, 481, 531, 650, 690]",4.0017,GA with SVR,16,0.2603,0.2676,0.312,1.4429,1.194,0.4507
"[46, 58, 92, 103, 152, 236, 324, 340, 347, 375, 404, 448, 469, 531, 533]",3.75,GA with SVR,15,0.3427,0.2276,0.279,1.477,1.1633,0.5493
"[6, 38, 46, 55, 84, 92, 102, 109, 141, 203, 284, 288, 349, 379, 393, 468, 487, 491, 531, 532, 565, 839]",5.4839,GA with SVR,22,0.0734,0.0492,0.0737,1.6741,1.3728,0.4085
"[46, 99, 103, 114, 191, 203, 288, 295, 318, 332, 349, 379, 393, 468, 528, 531, 532, 565, 649, 839]",4.7164,GA with SVR,20,0.37,0.3838,0.4053,1.3414,1.0795,0.507
"[34, 46, 97, 103, 203, 238, 244, 288, 349, 379, 393, 468, 532, 559, 565, 679, 690, 839]",4.4094,GA with SVR,18,0.2661,0.2923,0.3092,1.4457,1.1297,0.5352
"[33, 77, 217, 293, 437, 487, 615]",2.4088,GA with SVR,7,-0.0194,-0.0997,-0.0835,1.8106,1.4623,0.3944
"[20, 67, 70, 90, 109, 117, 208, 239, 295, 356, 383, 447, 501, 538]",3.6085,GA with SVR,14,0.2534,0.2085,0.2251,1.5312,1.2494,0.507
"[0, 36, 210, 270, 316, 344, 359, 364, 381, 390, 396, 412, 456, 558]",3.65,GA with SVR,14,0.1962,0.1989,0.1965,1.5593,1.3301,0.4085
"[0, 44, 179, 277, 345, 350, 473, 474]",2.4652,GA with SVR,8,0.1175,0.13,0.1054,1.6452,1.4081,0.3521
"[30, 136, 137, 142, 160, 216, 309, 346, 414, 446, 491, 550, 552, 567, 839]",3.8602,GA with SVR,15,0.1792,0.2297,0.2351,1.5213,1.1968,0.4648
"[42, 123, 165, 254, 380, 408, 446, 466, 482, 677]",2.841,GA with SVR,10,0.1921,0.1201,0.1641,1.5903,1.3459,0.3803
"[73, 110, 158, 223, 228, 283, 306, 424, 456, 495, 503, 513, 566, 567]",3.8761,GA with SVR,14,-0.023,-0.0639,-0.0399,1.7738,1.4705,0.4085
"[34, 45, 106, 250, 322, 328, 380, 390, 409, 414, 472, 473, 481, 534, 541, 929]",4.0327,GA with SVR,16,0.2439,0.2173,0.2298,1.5266,1.1898,0.5211
"[123, 133, 159, 280, 319, 321, 375, 391, 418, 419, 507, 510, 560, 678]",3.8043,GA with SVR,14,0.0455,0.0304,0.0537,1.6921,1.4271,0.4085
"[56, 57, 89, 231, 329, 338, 449, 523, 531, 562]",2.7282,GA with SVR,10,0.2567,0.3138,0.2529,1.5035,1.1935,0.507
"[5, 84, 135, 149, 204, 211, 239, 240, 283, 410, 480, 506, 520, 538, 550, 699, 867]",4.3048,GA with SVR,17,0.1902,0.1523,0.2028,1.5531,1.2646,0.4648
"[31, 66, 81, 114, 145, 157, 312, 315, 348, 351, 375, 390, 422, 423, 440, 444, 473, 567, 649]",4.7577,GA with SVR,19,0.1298,0.1796,0.095,1.6547,1.3124,0.4789
"[69, 94, 159, 190, 221, 281, 328, 357, 381, 382, 411, 412, 446, 549, 867, 939]",4.0606,GA with SVR,16,0.1809,0.2538,0.1635,1.5909,1.3309,0.4507
"[74, 90, 100, 129, 140, 147, 148, 193, 201, 357, 361, 377, 384, 389, 470, 495, 696]",4.3302,GA with SVR,17,0.1678,0.1235,0.1441,1.6093,1.333,0.4648
"[31, 188, 194, 196, 200, 221, 225, 315, 488, 492, 512, 544, 692, 819, 940]",3.9521,GA with SVR,15,0.1188,0.0847,0.0475,1.6976,1.3311,0.4648
"[2, 68, 99, 151, 179, 292, 329, 350, 384, 416, 482, 501, 534, 651]",3.5583,GA with SVR,14,0.2433,0.355,0.2054,1.5505,1.271,0.4507
"[67, 103, 170, 171, 193, 249, 272, 387, 403, 419, 426, 447, 482, 515]",3.7378,GA with SVR,14,0.1378,0.06,0.0939,1.6558,1.4219,0.4085
"[43, 164, 204, 295, 398, 408, 412, 505, 541, 680, 691, 938, 939]",3.3762,GA with SVR,13,0.2595,0.2558,0.147,1.6065,1.191,0.5211
"[89, 162, 260, 301, 319, 372, 408, 447, 448, 459, 502, 508]",3.3431,GA with SVR,12,0.0848,0.0756,0.0971,1.6529,1.3976,0.4225
"[31, 190, 283, 308, 435, 465, 498, 676, 693, 870, 930]",2.998,GA with SVR,11,0.2294,0.1997,0.1403,1.6128,1.2572,0.4789
"[115, 122, 134, 137, 139, 155, 382, 513]",2.4662,GA with SVR,8,0.1362,0.0927,0.1609,1.5934,1.3198,0.4507
"[6, 120, 180, 240, 278, 288, 325, 330, 332, 353, 430, 568]",3.1904,GA with SVR,12,0.1882,0.3191,0.1672,1.5874,1.2767,0.4648
"[5, 33, 70, 72, 222, 255, 276, 325, 473, 557, 562, 563, 868]",3.3218,GA with SVR,13,0.267,0.3816,0.291,1.4647,1.1606,0.5352
"[32, 39, 92, 161, 162, 184, 200, 281, 289, 312, 325, 344, 367, 397, 409, 464, 488, 561, 562, 826]",5.1438,GA with SVR,20,0.0243,-0.1112,0.0033,1.7366,1.3901,0.4225
"[33, 90, 150, 195, 197, 201, 221, 263, 338, 340, 414, 416, 438, 474, 486, 839, 906]",4.3248,GA with SVR,17,0.1242,0.2123,0.1401,1.613,1.3003,0.4789
"[137, 153, 164, 168, 321, 336, 396, 407, 461, 839]",2.7468,GA with SVR,10,0.2277,0.3163,0.2843,1.4716,1.172,0.4789
"[82, 143, 163, 218, 302, 319, 320, 425, 459, 466, 524, 681]",3.3829,GA with SVR,12,0.0446,0.0293,0.0529,1.6928,1.4283,0.4085
"[17, 46, 57, 162, 336, 362, 371, 383, 423, 504, 535, 558]",3.233,GA with SVR,12,0.2196,0.1481,0.1099,1.6411,1.2995,0.4648
"[129, 148, 190, 214, 222, 241, 288, 297, 313, 370, 434, 441, 497, 561, 678]",3.8248,GA with SVR,15,0.2508,0.1981,0.2782,1.4778,1.1245,0.5493
"[56, 84, 90, 101, 132, 178, 319, 354, 401, 493, 495, 501, 538, 839, 868, 928]",4.2133,GA with SVR,16,0.0637,0.0411,0.0597,1.6867,1.4169,0.4507
"[119, 125, 152, 191, 240, 255, 385, 403, 431, 510, 515, 871]",3.2856,GA with SVR,12,0.1815,0.0694,0.0702,1.6773,1.2943,0.493
"[58, 126, 201, 209, 246, 270, 272, 353, 442, 443, 694]",2.9471,GA with SVR,11,0.2587,0.2838,0.2557,1.5007,1.265,0.4225
"[178, 184, 224, 231, 256, 305, 389, 422, 465, 496, 498, 509, 515, 928]",3.5959,GA with SVR,14,0.3209,0.1233,0.1603,1.5939,1.2515,0.507
"[86, 96, 163, 168, 213, 225, 238, 267, 272, 349, 399, 477, 501, 506, 521, 543, 549, 908]",4.5639,GA with SVR,18,0.1823,0.0419,0.15,1.6037,1.3295,0.4648
