Descriptor ID,Fitness,Algorithm,Dimen,R2_Train,R2_Valid,R2_Test,RMSE,MAE,Prediction
"[40, 41, 46, 76, 84, 90, 91, 154, 190, 212, 241, 254, 302, 325, 341, 356, 360, 375, 400, 416, 429, 436, 442, 491, 497, 505, 539, 567, 679]",6.2966,GA with MLR,29,0.6492,0.5406,0.5287,1.1942,0.9945,0.6197
"[16, 79, 98, 117, 171, 172, 214, 241, 255, 281, 297, 337, 367, 387, 436, 458, 483, 498, 548, 550, 574]",4.6087,GA with MLR,21,0.6491,0.5427,0.5843,1.1216,0.8967,0.5915
"[50, 66, 89, 90, 135, 136, 151, 155, 158, 171, 190, 198, 280, 359, 373, 396, 450, 456, 457, 463, 473, 555, 563, 569, 681, 702, 872]",6.0757,GA with MLR,27,0.6491,0.193,0.3866,1.3623,1.0548,0.5775
"[0, 15, 47, 49, 59, 72, 90, 97, 164, 208, 213, 305, 406, 413, 416, 430, 648, 681, 693, 906]",4.3568,GA with MLR,20,0.6485,0.6164,0.5676,1.1439,0.8746,0.6338
"[58, 60, 67, 100, 104, 126, 165, 191, 195, 251, 288, 292, 329, 409, 454, 498, 504, 523, 537, 542, 546, 559, 570, 571, 648, 677, 698, 940]",6.2028,GA with MLR,28,0.6485,0.348,0.5938,1.1086,0.8973,0.5915
"[72, 91, 118, 157, 166, 167, 201, 209, 231, 272, 350, 363, 367, 370, 398, 409, 425, 463, 528, 529, 545, 559, 690, 696, 907]",5.485,GA with MLR,25,0.6484,0.4842,0.4685,1.2682,0.9523,0.6056
"[15, 36, 71, 92, 105, 109, 155, 170, 178, 192, 288, 292, 307, 346, 374, 387, 400, 442, 444, 510, 520, 527, 529, 549, 691, 821, 839]",5.9145,GA with MLR,27,0.6484,0.4742,0.5403,1.1794,0.9812,0.5915
"[20, 40, 41, 44, 53, 54, 79, 82, 85, 137, 141, 148, 151, 155, 164, 167, 203, 297, 334, 342, 344, 371, 386, 410, 425, 450, 676, 679, 703, 871]",6.6002,GA with MLR,30,0.6483,0.3992,0.5983,1.1024,0.8978,0.6338
"[3, 34, 56, 58, 64, 80, 136, 175, 180, 227, 251, 263, 270, 295, 308, 313, 330, 349, 366, 396, 463, 487, 489, 568, 572]",5.5534,GA with MLR,25,0.6483,0.3669,0.6715,0.997,0.8035,0.6338
"[15, 34, 42, 111, 113, 172, 201, 209, 221, 224, 240, 247, 306, 325, 362, 391, 402, 405, 437, 445, 501, 531, 536, 678, 821]",5.4721,GA with MLR,25,0.6483,0.5059,0.5632,1.1497,0.945,0.6197
"[38, 44, 86, 115, 122, 127, 149, 169, 178, 183, 190, 199, 234, 267, 283, 296, 305, 356, 358, 442, 517, 530, 547, 559, 566, 650]",5.7318,GA with MLR,26,0.6481,0.4255,0.5486,1.1687,0.9271,0.6479
"[49, 60, 84, 107, 108, 122, 195, 213, 241, 267, 323, 349, 398, 400, 403, 455, 509, 511, 516, 533, 545, 567, 872]",5.1252,GA with MLR,23,0.6481,0.3757,0.4777,1.2571,0.9403,0.6197
"[39, 50, 64, 86, 97, 109, 165, 186, 232, 292, 364, 392, 410, 411, 466, 481, 482, 483, 485, 511, 516, 529, 537, 544, 866, 870, 937]",6.1161,GA with MLR,27,0.6481,0.1193,0.2844,1.4715,1.1019,0.5775
"[39, 60, 95, 101, 119, 190, 200, 212, 216, 241, 254, 325, 341, 356, 360, 375, 400, 416, 436, 442, 467, 477, 491, 494, 505, 507, 509, 539, 567, 649, 679, 702, 938]",7.2597,GA with MLR,33,0.6481,0.3782,0.2768,1.4792,1.1152,0.5775
